приподнимать/приподнять,to raise slightly,"p приподниму, приподнимешь, past приподнял, приподняла, приподняло",,
разорение,"ruin, devastation",,,
исполко́м,executive committee,,,
баланс,balance (econ),,,
стеклянный,glass (adj),,,
старшина,sergeant-major; leader,nom pl старшины,,
полко́вник,colonel,,,
глина,clay,,,
производительный,productive,,,
гимна́зия,"grammar school, high school",,,
пу́говица,button,,,
комбинат,"combine, industrial complex",,,
сунду́к,"trunk, chest",сундука,,
мельница,mill,,,
трактори́ст,tractor driver,,,
букет,bouquet,,,
окоп,trench,,,
сезо́н,season,,,
парово́з,"locomotive, steam engine",,,
юбилейный,anniversary (adj),,,
ось,axis; axle,g pl осей,,
аресто́ванный,"arrested, person arrested",,,
валенок,felt boot,g pl валенок,,
животноводство,stock-raising,,,
стрельба,shooting,,,
выработка,working-out; production,,,
гонка,race,g pl гонок,,
заводской,factory (adj),,,
прислуга,servants,no pl,,
разряд,discharge; category,первого разряда first class,,
вдова́,widow,nom pl вдовы,,
последовательный,consistent; successive,,,
психологический,psychological,,,
пуд,pood (16.38 kg),nom pl пуды,,
цилиндр,cylinder; top hat,,,
францу́з,Frenchman,,,
лейтена́нт,lieutenant,,,
агрегат,"unit, assembly",,,
калитка,"gate, garden gate",nom pl калиток,,
отверстие,"opening, aperture",,,
пле́нум,plenary session,,,
комплексный,"complex, consisting of several parts",,,
машинист,engine-driver,,,
мама́ша,mother (coll),,,
лунный,lunar,,,
приказа́ние,"order, command",,,
благосостоя́ние,"well-being, prosperity",,,
комплекс,complex,,,
ро́та,company (of soldiers),,,
областно́й,"oblast (adj), provincial",,,
офице́рский,officer’s,,,
нового́дний,new year (adj),,,
ведомство,department (of government),,,
компози́тор,composer,,,
конструктор,"constructor, designer",,,
пиани́но,(upright) piano,(indecl),,
воробе́й,sparrow,"вороб(е)й; g sg воробья, g pl воробьёв",,
плакат,poster,,,
пробка,cork; plug; fuse; traffic jam,g pl пробок,,
производиться/произвестись,to be produced,i производится,,
благополу́чно,"safely, well",,,
ка́чественный,qualitative; good quality,,,
космический,(outer) space,космический корабль spaceship,,
пучок,bundle; bun (hairdo),,,
себестоимость,"cost, cost price",,,
разложение,"decomposition, disintegration",,,
револьве́р,revolver,,,
ток,electric current,,,
ферма,farm,,,
шахта,"mine, pit",,,
наружный,"outer, external",,,
бра́тство,brotherhood,,,
деление,division,,,
ликвидация,"liquidation, elimination",,,
изготовлять/изготовить,to manufacture,"i изготовляю; p изготовлю, изготовишь",,
плавание,swimming; sailing,,,
се́ни,entrance hall (of peasant hut),g pl сеней,,
сена́тор,senator,,,
первичный,primary,,,
шашка,"sabre; (pl) draughts, checkers (board game)",g pl шашек,,
оболочка,"cover, envelope",g pl оболочек,,
погон,shoulder-strap,,,
посев,sowing,,,
снабжение,"supply, supplying",,,
господствующий,"ruling, predominant",,,
кома́ндующий,(as noun) commander (of),командующий армией commander of the army,,
по́льский,Polish (adj),,,
гру́ша,pear,,,
жила,vein,,,
стадо,herd,,,
ба́рыня,lady,,,
водяной,"water (adj), aquatic, water-powered",водяная мельница watermill,,
идиот,idiot,,,
интеллиге́нт,member of intelligentsia; professional; intellectual,,,
кла́дбище,cemetery,,,
нагибаться/нагнуться,to bend down,,,
грузить/по-,to load,"i гружу, грузишь; за-/по- р; p погружу́, погрыу́зишь",,
погружать/погрузить,to immerse,"p погружу́, погрузи́шь",,
смесь,mixture,,,
у́личный,street (adj),,,
впредь,"henceforth, in future",,,
свёрток,"package, bundle",,,
содержа́ться,to be maintained; be contained,"i содержусь, содержишься",,
равновесие,"balance, equilibrium",,,
ха́та,peasant house,,,
экипаж,carriage; crew,,,
овраг,"ravine, gully",,,
фура́жка,peaked cap,g pl фуражек,,
бухта,bay,,,
козёл,goat,коз(ё)л; g sg козла,,
якорь,anchor,nom pl якоря,,
комбайн,combine harvester,,,
сани,sledge,g pl саней,,
император,emperor,,,
полярный,polar,,,
рояль,(grand) piano,,,
земледелие,agriculture,,,
